Timestamp_s,Angle_deg
0.0166833333333333,-84.1396652122281
0.0333666666666667,-84.4136210199802
0.05005,-84.5235539131634
0.0667333333333333,-84.6920018845442
0.0834166666666667,-84.9034195603558
0.1001,-85.2134915958266
0.116783333333333,-85.4712522635806
0.133466666666667,-85.7940133711806
0.15015,-86.0216246258979
0.166833333333333,-86.0983890117724
0.183516666666667,-85.9279769485286
0.2002,-85.4238938869502
0.216883333333333,-85.0597355193636
0.233566666666667,-84.7311923881611
0.25025,-84.7236617994402
0.266933333333333,-84.8129101557851
0.283616666666667,-85.0263819791234
0.3003,-85.4630982031345
0.316983333333333,-85.7071738154941
0.333666666666667,-85.8730454655466
0.35035,-86.0632903405185
0.367033333333333,-86.0364131751511
0.383716666666667,-85.8369496624072
0.4004,-85.5304939941989
0.417083333333333,-85.1955552691271
0.433766666666667,-84.7238001892946
0.45045,-84.2119326070367
0.467133333333333,-83.6170101294641
0.483816666666667,-83.117394870155
0.5005,-82.8861993106229
0.517183333333333,-82.8024753521157
0.533866666666667,-83.0446284124107
0.55055,-83.3736332045773
0.567233333333333,-83.732934616447
0.583916666666667,-84.0801073185988
0.6006,-84.1543887241604
0.617283333333333,-83.9421599183465
0.633966666666667,-83.5658712271632
0.65065,-83.1583878269822
0.667333333333333,-82.8366015731626
0.684016666666667,-82.5696995472514
0.7007,-82.2786032425091
0.717383333333333,-81.9931915414924
0.734066666666667,-81.704810350774
0.75075,-81.4155662225539
0.767433333333333,-81.3452018390204
0.784116666666667,-81.2784067932475
0.8008,-81.3066590678929
0.817483333333333,-81.3466234640505
0.834166666666667,-81.3166299409684
0.85085,-81.3175257565205
0.867533333333333,-81.379149483522
0.884216666666667,-81.3430423982543
0.9009,-81.3049285337761
0.917583333333333,-81.2789793815559
0.934266666666667,-81.3007213145591
0.95095,-81.2533935372229
0.967633333333333,-81.3201187396952
0.984316666666667,-81.3464306954827
1.001,-81.3512453072213
1.01768333333333,-81.2634922140995
1.03436666666667,-81.4169258499197
1.05105,-81.3857103430114
1.06773333333333,-81.3711795358049
1.08441666666667,-81.3338788258467
1.1011,-81.3506484356335
1.11778333333333,-81.3329359420723
1.13446666666667,-81.3541312469075
1.15115,-81.355834213446
1.16783333333333,-81.3721981718345
1.18451666666667,-81.3493355439999
1.2012,-81.3684931425643
1.21788333333333,-81.3234137861299
1.23456666666667,-81.3352550457141
1.25125,-81.3262869522001
1.26793333333333,-81.3517380810504
1.28461666666667,-81.3810688974407
1.3013,-81.3494044600175
1.31798333333333,-81.3512155674468
1.33466666666667,-81.335137275573
1.35135,-81.4382424009026
1.36803333333333,-81.3383414106379
1.38471666666667,-81.3178654108988
1.4014,-81.3411928078517
1.41808333333333,-81.3007984210097
1.43476666666667,-81.3868211422784
1.45145,-81.3623124275742
1.46813333333333,-81.3755348365596
1.48481666666667,-81.3658765956017
1.5015,-81.3604771096296
1.51818333333333,-81.3767205669267
1.53486666666667,-81.3985246799017
1.55155,-81.4318040892826
1.56823333333333,-81.3942575485129
1.58491666666667,-81.4186995106375
1.6016,-81.4274873723785
1.61828333333333,-81.4638177049396
1.63496666666667,-81.4515054394789
1.65165,-81.4125535355331
1.66833333333333,-81.3894253660545
1.68501666666667,-81.3966681995325
1.7017,-81.351768706244
1.71838333333333,-81.4438551202229
1.73506666666667,-81.447820998582
1.75175,-81.4203175935058
1.76843333333333,-81.4728358530987
1.78511666666667,-81.4019426233162
1.8018,-81.5148570094548
1.81848333333333,-81.4568132561576
1.83516666666667,-81.4473192160309
1.85185,-81.4682733859383
1.86853333333333,-81.4345779399232
1.88521666666667,-81.496193298282
1.9019,-81.4386542027295
1.91858333333333,-81.4653891130081
1.93526666666667,-81.4907925302624
1.95195,-81.446792844791
1.96863333333333,-81.4421310440121
1.98531666666667,-81.4364783442
2.002,-81.4590494669633
2.01868333333333,-81.4939121170714
2.03536666666667,-81.4446104729431
2.05205,-81.4216738146874
2.06873333333333,-81.4691532782101
2.08541666666667,-81.3780107508894
2.1021,-81.4537316717176
2.11878333333333,-81.4323384838899
2.13546666666667,-81.4076148073897
2.15215,-81.4137817088904
2.16883333333333,-81.4502772971519
2.18551666666667,-81.4446287679922
2.2022,-81.4424304768625
2.21888333333333,-81.4562045435735
2.23556666666667,-81.4816402326711
2.25225,-81.3875615421321
2.26893333333333,-81.3794718803067
2.28561666666667,-81.3856465492661
2.3023,-81.4169780146023
2.31898333333333,-81.4490093384321
2.33566666666667,-81.3981588677755
2.35235,-81.4639996873192
2.36903333333333,-81.440525604926
2.38571666666667,-81.4591161491182
2.4024,-81.4188980800809
2.41908333333333,-81.4354307386512
2.43576666666667,-81.4374567337137
2.45245,-81.4390140671204
2.46913333333333,-81.4133505926718
2.48581666666667,-81.4390274022042
2.5025,-81.4309114520245
2.51918333333333,-81.4627064000087
2.53586666666667,-81.3879148610579
2.55255,-81.4094487714527
2.56923333333333,-81.4840511277302
2.58591666666667,-81.4469434741982
2.6026,-81.4481160845974
2.61928333333333,-81.3748698470169
2.63596666666667,-81.3151446644917
2.65265,-81.4167237995601
2.66933333333333,-81.4696413441634
2.68601666666667,-81.4493517860446
2.7027,-81.4683094171814
2.71938333333333,-81.4244888596049
2.73606666666667,-81.4360582433476
2.75275,-81.4764817315144
2.76943333333333,-81.4045040774789
2.78611666666667,-81.4782080438845
2.8028,-81.4394169022225
2.81948333333333,-81.4279732847842
2.83616666666667,-81.4262259598438
2.85285,-81.4642169159157
2.86953333333333,-81.4353561048065
2.88621666666667,-81.4345900738738
2.9029,-81.4353821362794
