Timestamp_s;Angle_deg;AngleDifference;NormalizedDegrees
5,372033333;175,6433241;-0,552392027;4,356675885
5,388716667;174,7496796;-0,893644502;5,250320387
5,4054;174,2721915;-0,477488071;5,727808457
5,422083333;174,0832586;-0,188932961;5,916741418
5,438766667;173,3284446;-0,754813941;6,671555359
5,45545;172,5303609;-0,798083734;7,469639093
5,472133333;171,9991005;-0,53126037;8,000899462
5,488816667;171,2846652;-0,714435374;8,715334837
5,5055;170,863866;-0,42079917;9,136134007
5,522183333;169,2029386;-1,660927435;10,79706144
5,538866667;168,4445319;-0,758406674;11,55546812
5,55555;168,2659662;-0,178565679;11,73403379
5,572233333;166,9051151;-1,360851068;13,09488486
5,588916667;166,2482084;-0,656906689;13,75179155
5,6056;165,2960769;-0,952131512;14,70392306
5,622283333;164,5451736;-0,750903315;15,45482638
5,638966667;164,5222169;-0,02295672;15,4777831
5,65565;163,4939119;-1,028305009;16,50608811
5,672333333;162,1674818;-1,32643009;17,8325182
5,689016667;162,4636685;0,296186709;17,53633149
5,7057;162,1183229;-0,345345574;17,88167706
5,722383333;160,6530545;-1,465268394;19,34694546
5,739066667;159,9488426;-0,704211944;20,0511574
5,75575;158,9886038;-0,960238815;21,01139621
5,772433333;157,5775684;-1,41103539;22,4224316
5,789116667;157,2420683;-0,335500142;22,75793175
5,8058;156,6875483;-0,554519997;23,31245174
5,822483333;155,3265616;-1,360986626;24,67343837
5,839166667;155,7198076;0,393245992;24,28019238
5,85585;154,6848035;-1,035004139;25,31519652
5,872533333;153,0689059;-1,61589756;26,93109407
5,889216667;153,1012679;0,032361934;26,89873214
5,9059;152,0637154;-1,037552462;27,9362846
5,922583333;150,2299414;-1,833773973;29,77005858
5,939266667;150,1311289;-0,098812564;29,86887114
5,95595;149,0997995;-1,031329325;30,90020047
5,972633333;148,4993984;-0,600401159;31,50060162
5,989316667;148,1826738;-0,31672462;31,81732624
6,006;147,039018;-1,143655735;32,96098198
6,022683333;144,6326196;-2,406398441;35,36738042
6,039366667;144,9608175;0,328197885;35,03918253
6,05605;143,594142;-1,366675423;36,40585796
6,072733333;142,7608864;-0,833255626;37,23911358
6,089416667;142,1646033;-0,596283157;37,83539674
6,1061;140,7566038;-1,407999411;39,24339615
6,122783333;139,5586401;-1,197963701;40,44135985
6,139466667;138,450134;-1,108506104;41,54986596
6,15615;137,4201672;-1,029966869;42,57983283
6,172833333;136,2376216;-1,182545577;43,7623784
6,189516667;136,598839;0,361217415;43,40116099
6,2062;135,2350205;-1,363818485;44,76497947
6,222883333;134,0448092;-1,190211347;45,95519082
6,239566667;133,6860975;-0,358711713;46,31390253
