Timestamp_s,Angle_deg
0.0166833333333333,177.806658832698
0.0333666666666667,177.923408653969
0.05005,177.744696429426
0.0667333333333333,177.705777564173
0.0834166666666667,177.892598604555
0.1001,177.693537042393
0.116783333333333,177.747606577072
0.133466666666667,177.761938904749
0.15015,177.692850183835
0.166833333333333,177.701177229125
0.183516666666667,177.702520416665
0.2002,177.731171319155
0.216883333333333,177.799023790111
0.233566666666667,177.789524064941
0.25025,177.678251504267
0.266933333333333,177.837528828752
0.283616666666667,177.740714701599
0.3003,177.611401798372
0.316983333333333,177.621124365316
0.333666666666667,177.730626509755
0.35035,177.797516071064
0.367033333333333,177.807542102635
0.383716666666667,177.763046017769
0.4004,177.823506702969
0.417083333333333,177.739868622823
0.433766666666667,177.734181109999
0.45045,177.799186356437
0.467133333333333,177.746099064317
0.483816666666667,177.73407990579
0.5005,177.807503506552
0.517183333333333,177.784299265437
0.533866666666667,177.770808004012
0.55055,177.746623945349
0.567233333333333,177.692159373144
0.583916666666667,177.704336747308
0.6006,177.738858264104
0.617283333333333,177.773146376903
0.633966666666667,177.768139476171
0.65065,177.720430273276
0.667333333333333,177.774774179408
0.684016666666667,177.746104922253
0.7007,177.764464822338
0.717383333333333,177.717444147653
0.734066666666667,177.760615859678
0.75075,177.759214314454
0.767433333333333,177.796395362902
0.784116666666667,177.819695373892
0.8008,177.731846649003
0.817483333333333,177.732290613383
0.834166666666667,177.822379634306
0.85085,177.770197266613
0.867533333333333,177.813824452844
0.884216666666667,177.804185162634
0.9009,177.752740214249
0.917583333333333,177.87819459421
0.934266666666667,177.747509563406
0.95095,177.763022223787
0.967633333333333,177.795846206764
0.984316666666667,177.812725086031
1.001,177.861452187123
1.01768333333333,177.83047781198
1.03436666666667,177.744426027728
1.05105,177.830270689074
1.06773333333333,177.763313645033
1.08441666666667,177.80923926554
1.1011,177.805158867635
1.11778333333333,177.67572700186
1.13446666666667,177.798964585971
1.15115,177.758422263865
1.16783333333333,177.751325089777
1.18451666666667,177.756779886316
1.2012,177.707258835894
1.21788333333333,177.81292155749
1.23456666666667,177.752208138223
1.25125,177.820750640895
1.26793333333333,177.919563070233
1.28461666666667,177.94142670959
1.3013,177.948922511958
1.31798333333333,177.747190255906
1.33466666666667,177.721539373791
1.35135,177.669760226456
1.36803333333333,177.76823731778
1.38471666666667,177.796083329174
1.4014,177.701946898435
1.41808333333333,177.729005885892
1.43476666666667,177.814017205478
1.45145,177.810176221113
1.46813333333333,177.77758690322
1.48481666666667,177.857094249873
1.5015,177.808595662711
1.51818333333333,177.834301039597
1.53486666666667,177.798678070715
1.55155,177.844441404314
1.56823333333333,177.821067088003
1.58491666666667,177.83077168448
1.6016,177.734700382952
1.61828333333333,177.91533956888
1.63496666666667,177.90052847282
1.65165,177.91450485176
1.66833333333333,177.920934607511
1.68501666666667,177.889405072702
1.7017,177.930850407863
1.71838333333333,177.879731931996
1.73506666666667,177.841499110797
1.75175,177.801676002027
1.76843333333333,177.737593741857
1.78511666666667,177.843749259353
1.8018,177.842801537187
1.81848333333333,177.882609935784
1.83516666666667,177.898889123163
1.85185,177.879438720108
1.86853333333333,177.82349747554
