Timestamp_s;Angle_deg;AngleDifference;NormalizedDegrees;;;;
7,824483333;28,99564824;2,114559267;194,8756482;;;;
7,841166667;30,99385431;1,998206068;196,8738543;;;;
7,85785;33,30809345;2,314239139;199,1880934;;;;
7,874533333;35,22263359;1,914540137;201,1026336;;;;
7,891216667;37,37062293;2,147989347;203,2506229;;;;
7,9079;39,59717894;2,226556003;205,4771789;;;;
7,924583333;41,90722286;2,310043922;207,7872229;;;;
7,941266667;44,19804832;2,290825461;210,0780483;;;;
7,95795;45,86804157;1,669993256;211,7480416;;;;
7,974633333;47,39323592;1,525194342;213,2732359;;;;
7,991316667;49,26114914;1,867913227;215,1411491;;;;
8,008;51,76629917;2,505150028;217,6462992;;;;
8,024683333;54,2254305;2,459131333;220,1054305;;;;
8,041366667;56,32221365;2,09678315;222,2022137;;;;
8,05805;59,0677138;2,745500149;224,9477138;;;;
8,074733333;61,11748264;2,049768835;226,9974826;;;;
8,091416667;63,20666601;2,089183372;229,086666;;;;
8,1081;65,21464138;2,007975366;231,0946414;;;;
8,124783333;67,15932732;1,944685941;233,0393273;;;;
8,141466667;68,92393875;1,764611435;234,8039388;;;;
8,15815;71,04995672;2,126017971;236,9299567;;;;
8,174833333;73,45452429;2,404567563;239,3345243;;;;
8,191516667;75,46838159;2,013857307;241,3483816;;;;
8,2082;78,16013296;2,691751371;244,040133;;;;
8,224883333;80,6095953;2,449462339;246,4895953;;;;
8,241566667;82,97479073;2,365195421;248,8547907;;;;
8,25825;85,42808117;2,453290448;251,3080812;;;;
8,274933333;87,61144386;2,183362685;253,4914439;;;;
8,291616667;89,51760304;1,906159179;255,397603;;;;
8,3083;91,30588801;1,788284968;257,185888;;;;
8,324983333;93,42571158;2,119823571;259,3057116;;;;
8,341666667;95,54289514;2,117183561;261,4228951;;;;
8,35835;97,33191263;1,789017496;263,2119126;;;;
8,375033333;99,91895671;2,587044075;265,7989567;;;;
8,391716667;102,011373;2,092416329;267,891373;;;;
8,4084;104,0600688;2,048695751;269,9400688;;;;
8,425083333;106,0821658;2,022097016;271,9621658;;;;
8,441766667;107,9347713;1,852605531;273,8147713;;;;
8,45845;109,8887342;1,953962865;275,7687342;;;;
8,475133333;112,1951709;2,306436656;278,0751709;;;;
8,491816667;113,6632906;1,468119778;279,5432906;;;;
8,5085;113,3434955;-0,319795149;279,2234955;;;;
8,525183333;119,7634955;6,42;285,6434955;;;;
8,541866667;126,1834955;6,42;292,0634955;;;;
8,55855;132,6034955;6,42;298,4834955;;;;
8,575233333;139,0234955;6,42;304,9034955;;;;
8,591916667;145,4434955;6,42;311,3234955;;;;
8,6086;151,8634955;6,42;317,7434955;;;;
8,625283333;158,2834955;6,42;324,1634955;;;;
8,641966667;164,7034955;6,42;330,5834955;;;;
8,65865;171,1234955;6,42;337,0034955;;;;
8,675333333;177,5434955;6,42;343,4234955;;;;
8,692016667;183,9634955;6,42;349,8434955;;;;
8,7087;190,3834955;6,42;356,2634955;;;;
8,725383333;196,8034955;6,42;362,6834955;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
